coverage_ctrl,precision,recall,f1,n_runs
0.5,0.8849711532613831,0.44166666666666665,0.48748678285267755,36
1.0,0.9082034286381728,0.7296296296296296,0.7880597504566011,36
2.0,0.8515153769891762,0.8851851851851852,0.8634803959459113,36
4.0,0.5447060393457748,0.9666666666666666,0.689732776768982,36
8.0,0.3327844320482116,0.9759259259259259,0.4876839808303959,36
12.0,0.3181494769997898,0.9768518518518517,0.46846780628104756,36
16.0,0.3181494769997898,0.9768518518518517,0.46846780628104756,36
24.0,0.3181494769997898,0.9768518518518517,0.46846780628104756,36
