coverage_ctrl,precision,recall,f1,n_runs
0.5,0.9622514830848163,0.5555555555555556,0.6317989510863843,36
1.0,0.9465818660475281,0.9305555555555556,0.9375666817966598,36
2.0,0.9167993190804484,0.9629629629629629,0.9387303139534404,36
4.0,0.8423477258533872,0.9787037037037037,0.9043834167590943,36
8.0,0.7927214409350377,0.9851851851851853,0.8766576486444054,36
12.0,0.782614351897525,0.9861111111111112,0.8700003913232426,36
16.0,0.782614351897525,0.9861111111111112,0.8700003913232426,36
24.0,0.782614351897525,0.9861111111111112,0.8700003913232426,36
