coverage_ctrl,precision,recall,f1,n_runs
0.5,0.8532076154298376,0.4305555555555556,0.48813791501579906,36
1.0,0.8698345919014886,0.6796296296296297,0.7406416542794753,36
2.0,0.8232461227922978,0.8768518518518519,0.8435370895815085,36
4.0,0.47566252215631266,0.9546296296296296,0.6311137286137765,36
8.0,0.3050834063625555,0.9703703703703704,0.45573384749701096,36
12.0,0.2917610958452419,0.9712962962962963,0.4375788490578892,36
16.0,0.2917610958452419,0.9712962962962963,0.4375788490578892,36
24.0,0.2917610958452419,0.9712962962962963,0.4375788490578892,36
