coverage_ctrl,precision,recall,f1,n_runs
0.5,0.9602077940256889,0.7398148148148148,0.8210437789701995,36
1.0,0.9272392516410175,0.9185185185185186,0.9215431234361162,36
2.0,0.768713779754154,0.9657407407407407,0.8489119340140905,36
4.0,0.31266309024132716,0.987962962962963,0.4657789205352903,36
8.0,0.19267535262405128,0.9935185185185185,0.3190985970990536,36
12.0,0.18024175458252412,0.9935185185185185,0.3005107430682454,36
16.0,0.18024175458252412,0.9935185185185185,0.3005107430682454,36
24.0,0.18024175458252412,0.9935185185185185,0.3005107430682454,36
