coverage_ctrl,precision,recall,f1,n_runs
0.5,0.9229112210725039,0.7,0.7851460710948361,36
1.0,0.9255003317870624,0.900925925925926,0.911499676982094,36
2.0,0.7627111438089282,0.962037037037037,0.8423733505469514,36
4.0,0.2660309650296374,0.9851851851851853,0.4130210676845721,36
8.0,0.16989791616267694,0.9898148148148148,0.2887211150914873,36
12.0,0.15775206428271915,0.9898148148148148,0.27004644362956004,36
16.0,0.15775206428271915,0.9898148148148148,0.27004644362956004,36
24.0,0.15775206428271915,0.9898148148148148,0.27004644362956004,36
