run_id,total_called,total_planted,tp_called,tp_planted,precision,recall,f1,id_ctrl,id_treat,genome,acc_key,gc_key,fragment_length,read_length,nb_k,aligner,peakcaller,macs2_mode,tf_exp,seed,tf_seed,map_seed,gc_exp,acc_exp,map_coverage_pct,map_sigma,map_enrich,map_exp,use_control,coverage_ctrl,coverage_treat,tf_peak_count_ctrl,tf_peak_count_treat,tf_sigma,tf_enrich
0202,56,30,28,29,0.5,0.9666666666666667,0.6590909090909091,0202_con,0202_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,8.0,5,0,5,20,2500
0203,57,30,22,23,0.38596491228070173,0.7666666666666667,0.5134449518011162,0203_con,0203_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,12.0,5,0,5,20,1000
0204,56,30,28,29,0.5,0.9666666666666667,0.6590909090909091,0204_con,0204_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,12.0,5,0,5,20,2500
0205,57,30,22,23,0.38596491228070173,0.7666666666666667,0.5134449518011162,0205_con,0205_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,16.0,5,0,5,20,1000
0206,56,30,28,29,0.5,0.9666666666666667,0.6590909090909091,0206_con,0206_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,16.0,5,0,5,20,2500
0207,57,30,22,23,0.38596491228070173,0.7666666666666667,0.5134449518011162,0207_con,0207_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,24.0,5,0,5,20,1000
0208,56,30,28,29,0.5,0.9666666666666667,0.6590909090909091,0208_con,0208_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,24.0,5,0,5,20,2500
0209,1,30,1,1,1.0,0.03333333333333333,0.06451612903225806,0209_con,0209_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,0.5,10,0,5,20,1000
0210,24,30,23,24,0.9583333333333334,0.8,0.8720379146919433,0210_con,0210_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,0.5,10,0,5,20,2500
0211,14,30,11,12,0.7857142857142857,0.4,0.5301204819277109,0211_con,0211_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,1.0,10,0,5,20,1000
0212,28,30,26,27,0.9285714285714286,0.9,0.9140625,0212_con,0212_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,1.0,10,0,5,20,2500
0213,28,30,23,24,0.8214285714285714,0.8,0.8105726872246696,0213_con,0213_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,2.0,10,0,5,20,1000
0214,31,30,29,30,0.9354838709677419,1.0,0.9666666666666666,0214_con,0214_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,2.0,10,0,5,20,2500
0215,72,30,27,28,0.375,0.9333333333333333,0.535031847133758,0215_con,0215_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,4.0,10,0,5,20,1000
0216,65,30,29,30,0.4461538461538462,1.0,0.6170212765957447,0216_con,0216_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,4.0,10,0,5,20,2500
0217,120,30,27,28,0.225,0.9333333333333333,0.36258992805755397,0217_con,0217_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,8.0,10,0,5,20,1000
0218,105,30,29,30,0.2761904761904762,1.0,0.43283582089552247,0218_con,0218_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,8.0,10,0,5,20,2500
0219,120,30,27,28,0.225,0.9333333333333333,0.36258992805755397,0219_con,0219_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,12.0,10,0,5,20,1000
0220,105,30,29,30,0.2761904761904762,1.0,0.43283582089552247,0220_con,0220_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,12.0,10,0,5,20,2500
0221,120,30,27,28,0.225,0.9333333333333333,0.36258992805755397,0221_con,0221_treat,ce11_1pct,bedA,gcA,150,38,1000000,bowtie2,macs2,broad,1.0,71,71,71,0.6,0.5,3,1.5,10,1.0,True,16.0,10,0,5,20,1000
